identifier,molecular_weight,alogp,qed_drug_likeliness,contains_sugar,np_likeness,np_classifier_pathway,np_classifier_superclass,fp_row_index,UMAP1,UMAP2
CNP0254425.4,266.34,1.1,0.64,False,3.2,Terpenoids,Sesquiterpenoids,441719,6.2008243,4.3168707
CNP0077629.3,484.66,4.97,0.26,False,3.31,Terpenoids,Diterpenoids,441721,6.1632457,3.7822614
CNP0000041.0,262.39,4.54,0.87,False,1.37,Terpenoids,Monoterpenoids,441765,7.4255595,3.569786
CNP0204694.1,472.45,4.39,0.35,False,0.79,Shikimates and Phenylpropanoids,Isoflavonoids,441832,8.37401,11.170692
CNP0567370.0,426.52,1.15,0.72,False,-1.17,Alkaloids,,441835,10.167832,5.6280475
CNP0400333.0,135.13,-0.86,0.47,False,-0.73,Alkaloids,,441857,9.435064,6.2579966
CNP0023630.0,420.8,4.9,0.34,False,-0.52,Shikimates and Phenylpropanoids,Flavonoids,441938,3.0987618,11.535603
CNP0189783.0,366.41,4.2,0.57,False,-0.68,Shikimates and Phenylpropanoids,Flavonoids,441954,3.1052973,11.515111
CNP0178221.1,325.25,3.15,0.53,False,3.09,Fatty acids,Fatty acyls,442020,9.662188,2.0181675
CNP0506105.0,352.34,-3.0,0.49,True,0.74,Alkaloids,Ornithine alkaloids,442050,10.678588,6.6670504
CNP0238778.1,432.51,2.96,0.73,False,2.39,Terpenoids,Diterpenoids,442066,4.043333,3.1862218
CNP0356655.1,266.34,0.82,0.61,False,2.73,Terpenoids,Sesquiterpenoids,442095,6.431812,4.004493
CNP0203899.2,346.49,3.47,0.6,False,1.42,Terpenoids,Monoterpenoids,442127,7.402176,3.0775309
CNP0120873.0,235.24,1.23,0.8,False,-0.31,Unclassified,,442138,11.16725,6.326134
CNP0075169.0,283.24,4.86,0.31,False,0.38,Fatty acids,,442169,10.714971,2.648764
CNP0235013.4,822.94,2.25,0.17,True,2.52,Terpenoids,Triterpenoids,442178,2.228251,1.3929089
CNP0403306.0,176.17,-0.07,0.56,False,0.77,Fatty acids,Fatty Acids and Conjugates,442204,10.17145,3.2404075
CNP0290499.1,454.7,7.61,0.34,False,3.38,Terpenoids,Triterpenoids,442211,5.450085,1.9905429
CNP0224275.1,740.93,1.44,0.19,True,2.52,Terpenoids,Steroids,442219,13.502094,-1.6505249
CNP0231805.2,414.41,-2.03,0.31,True,1.76,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),442243,5.881845,14.488153
CNP0188571.1,578.52,-1.18,0.18,True,1.56,Shikimates and Phenylpropanoids,Isoflavonoids,442246,4.344254,15.785981
CNP0290585.0,330.34,3.02,0.48,False,0.83,Shikimates and Phenylpropanoids,Flavonoids,442278,8.925612,8.8755665
CNP0116835.1,690.92,5.28,0.16,False,3.05,Terpenoids,Triterpenoids,442291,3.957409,3.6270998
CNP0202115.2,338.45,2.1,0.88,False,0.87,Alkaloids,Serine alkaloids,442349,10.445263,6.9179955
CNP0002387.2,452.68,3.5,0.44,False,2.74,Terpenoids,Steroids,442357,6.2598577,0.66109854
CNP0543551.1,807.34,16.14,0.03,False,0.3,Fatty acids,Glycerolipids,442363,-3.6538737,-14.644507
CNP0215231.1,516.72,4.44,0.27,False,3.23,Terpenoids,Triterpenoids,442381,4.9196253,2.6592155
CNP0076591.1,795.24,12.44,0.08,True,2.49,Terpenoids,Triterpenoids,442384,8.971148,17.678465
CNP0397417.1,518.56,1.92,0.28,False,2.22,Terpenoids,Sesquiterpenoids,442395,5.811555,4.6083665
CNP0262652.2,416.51,-0.77,0.34,True,2.9,Terpenoids,Sesquiterpenoids,442414,6.960011,15.73493
CNP0459952.1,558.45,3.2,0.16,False,1.39,Shikimates and Phenylpropanoids,,442453,8.313731,10.924486
CNP0399961.2,822.09,5.16,0.08,False,2.23,Polyketides,Macrolides,442460,5.457285,5.6305
CNP0151721.2,786.04,10.84,0.02,False,0.93,Fatty acids,Glycerophospholipids,442509,21.415253,16.144402
CNP0465638.1,896.05,1.24,0.11,False,1.09,Amino acids and Peptides,Oligopeptides,442525,7.609708,18.953785
CNP0234218.0,303.36,2.32,0.85,False,0.79,Alkaloids,Tryptophan alkaloids,442531,9.0961485,9.91774
CNP0225184.1,396.51,2.9,0.41,False,2.5,Terpenoids,Sesquiterpenoids,442554,3.694972,3.905987
CNP0499613.1,477.56,3.46,0.66,False,2.12,Alkaloids,Peptide alkaloids,442579,7.1976905,4.4877667
CNP0350832.1,534.61,3.09,0.17,False,0.86,Amino acids and Peptides,Macrolides,442729,8.455324,4.9171896
CNP0221758.1,572.74,4.93,0.32,False,2.61,Terpenoids,Triterpenoids,442731,4.1075974,3.1210303
CNP0288328.1,654.62,3.52,0.24,True,0.88,Polyketides,Chromanes,442840,3.847183,6.1869826
CNP0568206.0,506.69,4.12,0.39,False,0.33,Alkaloids,,442851,7.689573,4.8370366
CNP0165629.1,431.49,3.44,0.53,False,0.71,Alkaloids,,442875,8.374658,6.2421722
CNP0551744.0,384.46,4.39,0.64,False,-1.05,Alkaloids,,442877,9.497561,6.898285
CNP0413351.1,486.97,2.08,0.54,False,0.53,Polyketides,,442919,8.203151,10.401013
CNP0287947.1,377.4,1.94,0.61,False,-0.36,Amino acids and Peptides,Small peptides,442930,12.709757,7.805014
CNP0112758.3,220.36,3.98,0.48,False,2.94,Terpenoids,Sesquiterpenoids,442944,7.154144,3.0409572
CNP0408093.0,395.41,4.61,0.31,False,0.25,Shikimates and Phenylpropanoids,Coumarins,443055,9.540272,7.5560517
CNP0378485.0,1176.35,-8.22,0.02,False,0.04,Amino acids and Peptides,Oligopeptides,443081,12.361376,6.095252
CNP0235437.1,528.64,3.09,0.37,False,3.29,Terpenoids,Steroids,443112,3.5851364,3.7473357
CNP0384496.0,331.42,4.97,0.57,False,-1.36,Alkaloids,Tryptophan alkaloids,443249,11.079882,7.3349104
CNP0317072.1,426.54,3.63,0.5,False,-1.23,Alkaloids,,443261,10.670864,9.802309
CNP0305324.0,302.29,3.62,0.49,False,-0.53,Alkaloids,,443272,8.990517,7.7230086
CNP0249764.1,598.7,6.41,0.2,False,-0.68,Alkaloids,Tryptophan alkaloids,443328,11.679557,9.244518
CNP0391604.0,458.51,4.09,0.46,False,-0.65,Shikimates and Phenylpropanoids,Coumarins,443331,10.456102,11.193138
CNP0377384.0,384.43,5.45,0.53,False,-0.33,Shikimates and Phenylpropanoids,Flavonoids,443333,3.357312,11.318271
CNP0510008.1,421.42,1.05,0.45,False,-1.87,Alkaloids,Lysine alkaloids,443347,17.067772,8.358634
CNP0181706.0,522.55,3.1,0.43,False,0.2,Alkaloids,Tyrosine alkaloids,443348,8.8743,10.986535
CNP0266881.3,676.71,0.64,0.16,False,3.57,Terpenoids,Triterpenoids,443354,3.1788375,3.3260927
CNP0177730.1,641.73,-2.44,0.21,False,1.09,Amino acids and Peptides,Oligopeptides,443355,12.825604,6.3774633
CNP0587723.2,1606.48,0.69,0.07,True,0.98,Amino acids and Peptides,Oligopeptides,443380,5.334486,14.6100235
CNP0213125.1,314.43,2.54,0.88,False,1.7,Alkaloids,Tryptophan alkaloids,443381,10.900478,6.8637905
CNP0253882.1,298.3,-1.04,0.75,False,0.79,Carbohydrates,Nucleosides,443392,11.775877,4.5044737
CNP0230137.1,706.83,2.45,0.14,True,2.64,Terpenoids,Triterpenoids,443430,2.289894,1.5427768
CNP0175534.2,206.33,4.05,0.5,False,2.92,Terpenoids,Sesquiterpenoids,443437,6.8941975,3.2865899
CNP0262026.2,290.31,1.36,0.8,False,1.49,Polyketides,,443446,7.9063234,10.160295
CNP0177707.6,406.38,-3.18,0.26,True,2.35,Terpenoids,Monoterpenoids,443486,6.3033476,14.983191
CNP0279501.1,448.56,4.16,0.4,False,2.06,Terpenoids,Sesquiterpenoids,443523,7.840637,9.502139
CNP0395337.3,447.53,2.02,0.56,False,-0.45,Unclassified,,443540,9.062536,9.848228
CNP0298449.2,394.51,2.75,0.63,False,3.35,Terpenoids,Diterpenoids,443553,4.1457176,2.8513272
CNP0192633.1,580.63,6.22,0.29,False,1.35,Shikimates and Phenylpropanoids,Lignans,443608,7.2609096,10.826823
CNP0041908.3,566.64,1.15,0.19,False,2.16,Terpenoids,Triterpenoids,443612,3.5475886,3.2784104
CNP0281877.4,414.5,-0.42,0.15,False,0.98,Amino acids and Peptides,Small peptides,443617,10.489789,3.559699
CNP0038993.1,824.08,8.64,0.17,False,2.54,Polyketides,,443646,5.4211946,8.746783
CNP0450052.0,255.3,2.33,0.48,False,0.1,Polyketides,Polycyclic aromatic polyketides,443720,9.858636,7.7834187
CNP0130705.2,451.7,8.93,0.4,False,1.77,Terpenoids,Diterpenoids,443726,5.1959505,2.4610693
CNP0295596.2,472.62,3.43,0.47,False,3.64,Terpenoids,Steroids,443791,5.6260347,4.145933
CNP0354378.1,358.35,2.17,0.78,False,1.46,Polyketides,Chromanes,443805,8.038089,10.660137
CNP0385430.4,383.53,1.9,0.46,False,-0.41,Amino acids and Peptides,Small peptides,443825,10.237202,4.0345974
CNP0407234.1,288.43,4.66,0.52,False,3.37,Terpenoids,Diterpenoids,443835,6.11219,3.9102762
CNP0235798.5,330.29,-1.43,0.44,True,1.5,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),443907,4.8383255,14.572779
CNP0363512.5,389.54,3.58,0.54,False,0.92,Terpenoids,Sesquiterpenoids,443944,7.0828066,4.317115
CNP0285954.1,536.67,4.58,0.23,False,3.36,Terpenoids,Sesquiterpenoids,443962,2.910584,4.2695384
CNP0445733.4,308.38,2.64,0.93,False,0.43,Alkaloids,,443966,10.279319,9.469241
CNP0437624.4,353.37,1.05,0.49,False,0.0,Alkaloids,,443977,11.876834,6.634696
CNP0602983.4,507.65,0.15,0.05,True,1.05,Amino acids and Peptides,Amino acid glycosides,444055,7.041226,14.622915
CNP0316577.1,330.42,3.73,0.44,False,3.41,Terpenoids,Sesquiterpenoids,444064,3.534411,4.2019773
CNP0108096.2,637.81,3.63,0.24,False,1.99,Polyketides,Macrolides,444082,5.1337547,5.8937273
CNP0597418.2,405.49,4.62,0.64,False,-0.2,Shikimates and Phenylpropanoids,Coumarins,444125,10.707039,11.672312
CNP0449063.2,443.46,3.79,0.44,False,-0.49,Alkaloids,,444147,8.837512,8.241692
CNP0152724.2,454.52,3.16,0.58,False,-0.97,Alkaloids,,444151,9.859813,9.662752
CNP0206168.5,500.0,3.85,0.52,False,-0.49,Alkaloids,,444159,11.617158,7.3108377
CNP0342634.0,431.49,4.74,0.34,False,-0.65,Shikimates and Phenylpropanoids,Coumarins,444196,9.663821,11.860452
CNP0549021.1,527.6,1.02,0.43,False,-1.01,Alkaloids,Lysine alkaloids,444206,17.037651,8.371751
CNP0264788.9,429.65,3.89,0.61,False,2.84,Alkaloids,Pseudoalkaloids,444220,7.1225843,0.64854807
CNP0361515.1,394.95,6.27,0.44,False,-0.99,Alkaloids,,444229,10.392788,5.843043
CNP0349090.1,373.4,0.61,0.74,False,0.36,Unclassified,,444285,9.743047,3.805376
CNP0248147.2,339.3,-0.88,0.35,False,1.64,Amino acids and Peptides,Small peptides,444295,9.4111,4.2629204
CNP0499873.1,327.27,1.71,0.74,False,0.77,Alkaloids,Tryptophan alkaloids,444340,11.19892,5.3288827
CNP0154367.2,312.41,3.74,0.77,False,2.6,Terpenoids,Diterpenoids,444376,6.477757,4.151352
CNP0359847.5,463.49,1.28,0.59,False,-0.26,Alkaloids,Peptide alkaloids,444389,8.612599,7.978776
CNP0568605.6,507.63,3.06,0.43,False,2.58,Alkaloids,Pseudoalkaloids,444395,2.7700648,6.579002
CNP0147551.2,364.39,1.02,0.64,False,2.62,Terpenoids,Diterpenoids,444405,6.050931,4.6761956
CNP0362787.4,142.15,0.5,0.32,False,1.62,Unclassified,,444413,8.997855,3.7300236
CNP0113520.1,270.37,0.53,0.68,False,-0.03,Alkaloids,Lysine alkaloids,444536,9.157347,4.0157905
CNP0328543.1,518.58,0.13,0.38,False,-1.47,Alkaloids,Ornithine alkaloids,444544,11.647076,5.651469
CNP0324609.5,242.31,0.6,0.62,False,3.25,Terpenoids,Apocarotenoids,444611,6.795709,2.1886976
CNP0016533.2,332.49,4.34,0.79,False,-0.17,Alkaloids,,444612,11.040888,5.7806177
CNP0348839.6,380.53,4.33,0.53,False,2.47,Terpenoids,Diterpenoids,444625,4.167962,3.1798906
CNP0096671.6,338.49,2.66,0.68,False,3.1,Terpenoids,Diterpenoids,444628,7.041357,2.3415174
CNP0347915.2,446.54,4.79,0.36,False,1.68,Polyketides,Phloroglucinols,444643,7.9240193,6.371555
CNP0200935.5,706.87,1.92,0.23,True,3.18,Terpenoids,Steroids,444669,14.104582,-1.4703801
CNP0128661.1,918.14,10.49,0.04,False,1.99,Polyketides,,444671,6.472948,9.802512
CNP0117920.0,339.57,5.96,0.6,False,0.89,Alkaloids,,444731,10.801872,6.8083277
CNP0134356.0,238.19,1.22,0.6,False,1.45,Shikimates and Phenylpropanoids,Coumarins,444755,8.441939,11.019178
CNP0253989.0,732.78,0.82,0.15,True,2.31,Shikimates and Phenylpropanoids,Flavonoids,444762,5.223102,14.884754
CNP0172999.0,1147.27,-1.76,0.06,True,2.33,Terpenoids,Triterpenoids,444780,9.402624,17.319658
CNP0319246.1,996.25,5.68,0.05,False,1.98,Unclassified,,444815,6.6401176,9.60276
CNP0283046.1,537.78,5.53,0.11,False,1.56,Unclassified,,444832,8.938053,4.4537807
CNP0258881.3,385.46,0.86,0.51,False,3.64,Alkaloids,Pseudoalkaloids,444834,3.398589,3.1946383
CNP0320194.1,887.07,0.2,0.12,True,2.0,Terpenoids,Steroids,444842,13.496598,-1.2617971
CNP0382737.1,1055.5,12.15,0.1,False,1.78,Alkaloids,,444848,5.666076,9.283694
CNP0588734.1,1250.78,9.14,0.03,False,1.43,Unclassified,,444867,6.2434263,9.613614
CNP0097570.1,736.95,2.47,0.16,False,2.41,Alkaloids,Pseudoalkaloids,444876,5.184283,0.9383954
CNP0603818.1,765.06,5.84,0.16,False,2.02,Alkaloids,Pseudoalkaloids,444880,5.6621084,8.775978
CNP0293784.1,1122.54,13.59,0.07,False,1.55,Terpenoids,Triterpenoids,444899,4.9240737,0.85188365
CNP0607156.0,358.39,3.07,0.61,,1.81,Terpenoids,Diterpenoids,444915,3.7071028,3.4664726
CNP0608039.0,682.76,4.73,0.17,,1.81,Unclassified,,444927,2.6900852,6.630136
CNP0609792.0,154.16,1.77,0.61,False,0.12,Unclassified,,444990,8.531917,7.0434937
CNP0203723.5,763.75,0.46,0.3,False,2.0,Unclassified,,445024,2.041441,6.566075
CNP0078980.1,792.7,-1.57,0.05,True,1.89,Unclassified,,445032,5.852165,14.677486
CNP0544067.1,957.52,19.09,0.03,False,0.53,Fatty acids,Glycerolipids,445103,19.466442,-10.432314
CNP0189360.2,756.67,3.4,0.06,True,1.55,Shikimates and Phenylpropanoids,Flavonoids,445119,2.9209409,15.050113
CNP0130972.2,376.49,4.01,0.43,False,3.37,Terpenoids,Diterpenoids,445142,2.8221667,4.3320527
CNP0166277.2,943.13,0.0,0.1,True,2.48,Terpenoids,Triterpenoids,445143,7.995247,16.645203
CNP0489509.2,952.93,-6.26,0.08,True,1.89,Terpenoids,,445231,5.8708777,14.700425
CNP0256409.1,941.46,6.66,0.11,True,1.54,Polyketides,Macrolides,445236,5.1606417,6.4153395
CNP0022421.0,188.18,1.91,0.64,False,0.0,Polyketides,Chromanes,445265,8.837745,7.722325
CNP0061367.7,444.64,5.68,0.56,False,1.23,Terpenoids,Steroids,445301,7.22629,0.47830427
CNP0598200.1,1458.02,23.67,0.02,False,0.45,Fatty acids,Glycerophospholipids,445327,22.644917,15.629845
CNP0461575.1,424.59,2.56,0.81,False,-0.52,Alkaloids,Lysine alkaloids,445344,10.98284,6.074663
CNP0245367.2,222.33,3.77,0.46,False,1.94,Fatty acids,Fatty esters,445352,7.03176,4.952632
CNP0467044.0,192.21,2.12,0.73,False,0.0,Shikimates and Phenylpropanoids,,445357,10.399695,7.214544
CNP0498750.1,891.42,17.59,0.03,False,0.55,Fatty acids,Glycerolipids,445390,24.891098,19.098825
CNP0497152.0,353.43,2.58,0.86,False,-1.41,Alkaloids,,445395,10.687744,6.612605
CNP0570950.2,765.26,15.11,0.03,False,0.4,Fatty acids,Glycerolipids,445400,11.942609,-15.940115
CNP0482465.2,751.23,14.58,0.04,False,0.44,Fatty acids,Glycerolipids,445401,1.3711927,-12.416007
CNP0193400.6,395.63,6.09,0.54,False,3.28,Alkaloids,Pseudoalkaloids,445491,7.010058,0.13850027
CNP0515213.1,841.4,17.57,0.03,False,0.56,Fatty acids,Glycerolipids,445499,13.420681,-6.520461
CNP0568992.1,643.01,11.62,0.04,False,0.65,Fatty acids,Glycerolipids,445509,15.6497755,3.4211385
CNP0039278.0,352.42,2.21,0.5,False,-2.23,Alkaloids,Anthranilic acid alkaloids,445532,10.078979,7.331318
CNP0476169.0,194.37,0.76,0.56,False,-0.42,Alkaloids,Ornithine alkaloids,445546,9.00834,2.9698575
CNP0237009.2,402.4,-1.96,0.28,True,1.52,Unclassified,,445587,5.6533656,14.681569
CNP0493362.1,923.42,17.64,0.03,False,0.54,Fatty acids,Glycerolipids,445600,19.440964,-10.457771
CNP0586480.1,804.19,12.56,0.03,False,0.41,Fatty acids,Glycerophospholipids,445604,-9.306862,4.405979
CNP0559898.1,589.86,5.21,0.28,True,2.02,Terpenoids,Steroids,445627,13.35649,-1.0341638
CNP0518985.2,737.2,14.19,0.04,False,0.45,Fatty acids,Glycerolipids,445636,1.4821607,-12.304695
CNP0241563.2,224.3,2.03,0.75,False,1.83,Terpenoids,Apocarotenoids,445704,7.497632,3.3541458
CNP0049110.0,618.99,11.89,0.13,False,1.32,Terpenoids,Meroterpenoids,445711,8.850594,2.410399
CNP0224721.1,344.41,3.61,0.89,False,1.21,Shikimates and Phenylpropanoids,Lignans,445712,7.4609227,10.24137
CNP0602849.0,258.28,3.63,0.48,False,-0.56,Alkaloids,Pseudoalkaloids,445714,9.833958,9.264282
CNP0518776.3,421.49,2.46,0.42,False,3.42,Alkaloids,Ornithine alkaloids,445747,6.511336,4.7772837
CNP0583912.0,272.31,0.68,0.81,False,-1.18,Alkaloids,Histidine alkaloids,445772,10.616416,6.7348604
CNP0290578.1,484.68,6.86,0.25,False,1.95,Polyketides,Meroterpenoids,445805,6.4211845,3.179907
CNP0194508.0,381.38,3.3,0.65,False,-0.62,Shikimates and Phenylpropanoids,Coumarins,445825,9.348631,11.777427
CNP0499847.1,817.38,17.23,0.03,False,0.5,Fatty acids,Glycerolipids,445839,13.791404,-6.9296684
CNP0321571.0,268.27,3.17,0.78,False,0.91,Shikimates and Phenylpropanoids,Flavonoids,445930,8.72154,11.31695
CNP0529475.1,603.76,4.31,0.18,False,1.62,Terpenoids,Steroids,445989,5.4971604,1.1153054
CNP0075915.1,724.8,2.8,0.2,False,2.01,Terpenoids,Diterpenoids,445999,3.5685337,3.7844067
CNP0566195.0,237.29,-2.24,0.46,False,-0.88,Alkaloids,,446011,9.288281,3.621535
CNP0446435.1,415.92,3.59,0.72,False,-1.13,Alkaloids,Tryptophan alkaloids,446049,10.401579,5.528209
CNP0447356.3,421.54,5.82,0.49,False,-0.55,Terpenoids,,446052,10.509553,7.8801394
CNP0606119.1,901.41,17.53,0.03,False,0.54,Fatty acids,Glycerolipids,446059,24.927465,19.1352
CNP0213325.1,388.36,-2.73,0.37,False,0.3,Alkaloids,Tryptophan alkaloids,446066,10.605457,7.4038596
CNP0207299.2,485.49,4.58,0.45,False,-0.47,Shikimates and Phenylpropanoids,Flavonoids,446076,9.073947,9.026466
CNP0071922.1,244.29,0.23,0.53,False,2.44,Polyketides,Linear polyketides,446086,8.009921,4.819459
CNP0527144.1,1045.71,21.88,0.03,False,0.42,Fatty acids,Glycerolipids,446088,18.606258,25.227177
CNP0487287.0,642.71,4.42,0.06,False,0.25,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),446102,8.089628,9.249741
CNP0574538.0,448.48,5.95,0.38,False,-0.04,Shikimates and Phenylpropanoids,,446107,8.893855,6.6047096
CNP0111392.1,546.53,0.09,0.36,True,1.98,Shikimates and Phenylpropanoids,Lignans,446111,4.5386205,14.592483
CNP0222895.4,558.71,5.19,0.28,False,2.29,Terpenoids,Steroids,446112,5.1140146,1.2194839
CNP0146845.1,1045.01,-3.23,0.06,True,1.14,Terpenoids,Monoterpenoids,446133,5.1380997,14.793801
CNP0423488.1,440.49,4.4,0.56,False,2.65,Shikimates and Phenylpropanoids,Flavonoids,446138,7.346511,6.9461446
CNP0097490.1,365.46,-0.38,0.42,False,-0.58,Alkaloids,Tryptophan alkaloids,446334,11.174016,5.7777696
CNP0272408.1,493.64,4.94,0.52,False,1.55,Alkaloids,,446391,6.0649905,4.2433844
CNP0163548.1,420.55,4.51,0.38,False,3.08,Terpenoids,Diterpenoids,446419,3.9469576,3.4725413
CNP0372214.1,970.66,1.29,0.05,False,1.25,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),446443,5.404349,13.030841
CNP0116024.2,302.28,1.57,0.78,False,1.64,Shikimates and Phenylpropanoids,Isoflavonoids,446457,7.9404945,10.433548
CNP0292031.2,637.59,-0.25,0.06,True,1.31,Shikimates and Phenylpropanoids,Coumarins,446483,4.81703,15.053896
CNP0574724.0,485.57,1.31,0.26,False,-0.33,Alkaloids,,446518,11.612392,6.949147
CNP0302496.1,398.5,4.23,0.25,False,1.67,Polyketides,Aromatic polyketides,446572,6.84337,4.136317
CNP0365311.1,398.54,6.03,0.22,False,2.56,Unclassified,,446578,10.652433,6.847793
CNP0176654.1,286.32,-0.34,0.36,False,2.24,Polyketides,Macrolides,446591,6.815849,5.131518
CNP0223810.1,228.29,1.04,0.39,False,2.14,Fatty acids,,446594,9.845532,2.8746789
CNP0276765.1,310.43,3.6,0.28,False,1.71,Fatty acids,Eicosanoids,446595,10.381671,2.314997
CNP0405459.2,220.36,3.39,0.67,False,3.17,Terpenoids,Sesquiterpenoids,446603,7.125503,2.6461983
CNP0555806.1,947.61,20.19,0.03,False,0.26,Fatty acids,Glycerolipids,446623,8.179777,-18.951366
CNP0574471.1,793.31,15.75,0.03,False,0.31,Fatty acids,Glycerolipids,446631,-9.918781,-9.963425
CNP0364548.1,381.47,5.43,0.72,False,0.29,Unclassified,,446648,10.929532,6.0825443
CNP0109202.1,721.68,3.15,0.15,False,0.03,Shikimates and Phenylpropanoids,,446658,3.5934985,6.511098
CNP0242067.0,346.39,2.59,0.53,False,-0.67,Polyketides,,446663,10.432841,7.6477733
CNP0226552.1,2061.96,-11.13,0.02,True,0.8,Terpenoids,,446701,6.7563787,14.718033
CNP0302196.0,202.21,1.05,0.69,False,-0.54,Alkaloids,Anthranilic acid alkaloids,446730,10.365417,7.370637
CNP0264423.1,480.47,0.16,0.26,False,1.84,Polyketides,Linear polyketides,446752,11.307044,6.8632264
CNP0469855.0,534.57,-1.58,0.08,False,0.37,Amino acids and Peptides,Small peptides,446753,10.673688,3.5239406
CNP0352042.1,423.86,3.05,0.49,False,-0.28,Alkaloids,Tryptophan alkaloids,446755,9.42073,9.54935
CNP0412849.0,401.42,3.11,0.68,False,-0.36,Alkaloids,Tryptophan alkaloids,446770,8.659605,8.115211
CNP0304524.0,429.43,4.75,0.42,False,-0.47,Shikimates and Phenylpropanoids,Coumarins,446780,10.654788,11.52727
CNP0493321.0,909.26,13.37,0.03,False,0.65,Fatty acids,Glycerophospholipids,446875,-9.311,4.410901
CNP0517168.1,723.18,13.94,0.04,False,0.34,Fatty acids,Glycerolipids,446885,17.14097,-13.772028
CNP0378678.0,367.4,3.41,0.72,False,-0.03,Shikimates and Phenylpropanoids,Flavonoids,446892,9.779662,11.111569
CNP0394481.1,345.53,4.4,0.71,False,0.15,Alkaloids,Lysine alkaloids,446936,8.890989,4.2284374
CNP0304951.0,290.45,4.12,0.26,False,-0.39,Alkaloids,,446945,10.553466,7.068744
CNP0017940.0,760.57,6.63,0.08,False,0.61,Polyketides,Phloroglucinols,446957,8.352539,7.329741
CNP0603993.0,206.2,1.3,0.74,False,1.66,Polyketides,Chromanes,446970,7.9087586,7.4006643
CNP0084728.0,198.29,2.88,0.73,False,-0.61,Unclassified,,446990,8.789907,6.3403873
CNP0527497.1,611.01,11.42,0.06,False,0.37,Fatty acids,Glycerolipids,446994,11.682305,1.0850605
CNP0291460.0,453.54,4.02,0.42,False,0.86,Unclassified,,447007,7.0168257,7.2060833
CNP0389776.1,525.6,4.89,0.55,False,-0.18,Polyketides,Macrolides,447033,8.891233,10.294251
CNP0539873.2,765.26,14.97,0.03,False,0.32,Fatty acids,Glycerolipids,447068,-3.6537926,-14.644504
CNP0212906.0,407.3,6.27,0.55,False,0.89,Polyketides,,447103,7.1734385,6.7374983
CNP0177126.1,535.64,4.59,0.25,False,2.02,Unclassified,,447120,11.368122,6.7836466
CNP0498383.0,737.61,2.13,0.07,False,0.26,Alkaloids,,447122,9.548461,2.9354353
CNP0342953.2,790.99,2.93,0.25,True,1.97,Polyketides,Macrolides,447143,4.9951353,6.094734
CNP0524040.0,297.32,0.82,0.62,False,-1.49,Alkaloids,Nicotinic acid alkaloids,447145,10.866664,7.4348955
CNP0575177.1,320.86,4.38,0.66,False,1.5,Polyketides,Linear polyketides,447158,10.222947,6.7446256
CNP0554855.1,524.65,5.63,0.29,False,2.38,Terpenoids,Diterpenoids,447166,2.5165186,6.7038293
CNP0162041.2,902.81,-1.95,0.05,True,1.67,Shikimates and Phenylpropanoids,Flavonoids,447181,2.9166071,15.025435
CNP0233400.2,478.41,0.5,0.26,True,2.14,Shikimates and Phenylpropanoids,Flavonoids,447185,4.272873,16.269356
CNP0365489.0,293.37,3.23,0.75,False,0.21,Alkaloids,,447194,10.66783,7.371434
CNP0279557.1,412.54,2.0,0.66,False,-1.28,Alkaloids,Lysine alkaloids,447198,11.126869,5.895652
CNP0191384.0,485.54,5.85,0.13,False,-0.21,Shikimates and Phenylpropanoids,Coumarins,447214,10.126547,12.015924
CNP0154862.0,262.36,3.73,0.75,False,-1.01,Alkaloids,Tryptophan alkaloids,447218,11.934159,8.138978
CNP0360285.0,208.22,-0.53,0.58,False,-0.4,Alkaloids,Pseudoalkaloids,447228,8.891214,5.6545577
CNP0157465.1,528.65,3.46,0.39,False,-0.7,Amino acids and Peptides,Small peptides,447235,12.751936,7.7137585
CNP0196847.0,256.21,2.61,0.52,False,-0.31,Shikimates and Phenylpropanoids,Coumarins,447257,10.007803,11.234208
CNP0416786.1,1399.53,-5.18,0.05,True,1.9,Terpenoids,Triterpenoids,447307,9.71349,17.517511
CNP0189157.0,426.47,4.71,0.29,False,1.3,Polyketides,Chromanes,447326,8.052369,7.1325517
CNP0393802.1,1186.59,2.74,0.04,False,0.27,Amino acids and Peptides,Oligopeptides,447344,10.371474,3.950794
CNP0570589.0,275.26,-0.1,0.58,False,1.92,Alkaloids,Tyrosine alkaloids,447398,8.107338,8.046689
CNP0318156.1,406.48,5.5,0.66,False,2.78,Shikimates and Phenylpropanoids,Flavonoids,447450,6.55324,6.7204666
CNP0152431.1,402.49,4.77,0.57,False,0.63,Shikimates and Phenylpropanoids,Lignans,447454,8.390289,9.35736
CNP0468748.0,204.32,1.23,0.71,False,-0.85,Alkaloids,,447483,8.990076,3.0599844
CNP0145924.4,1043.21,0.25,0.08,True,2.44,Terpenoids,Triterpenoids,447496,9.368333,17.275444
CNP0328807.1,702.66,1.53,0.13,True,1.81,Terpenoids,Monoterpenoids,447497,2.549512,7.7730417
CNP0257653.1,668.6,-1.07,0.13,True,1.96,Shikimates and Phenylpropanoids,Flavonoids,447567,4.1868024,15.9228325
CNP0282682.1,507.58,4.77,0.47,False,1.05,Alkaloids,Tyrosine alkaloids,447618,7.9442835,10.235862
